A
1000
212 344
32 177 0 178 2339155 203 2630297 227 3795564 252 3905811 276 2533300 301 1351357 325 1097687 350 2456024 374 1948223 399 2273495 424 2694375 448 1512256 473 1040841 497 1068902 522 1885264 546 2281171 571 2079247 595 1114013 620 601080 644 706300 669 446630 694 393233 718 381237 743 475420 767 530372 792 925665 816 1112460 841 1312027 865 555966 890 588155 891 0
0
17 2 784 135 0.9271004219951952 0.09515465005587377 0
30 136 0 137 885202 162 1118591 187 841831 211 792856 236 1045924 261 1571845 286 1680272 310 1883867 335 1178812 360 785433 385 1297399 410 1128176 434 1992894 459 2002108 484 3077958 509 1853303 533 2174969 558 1236151 583 709397 608 1102116 633 1156134 657 940144 682 862823 707 1039257 732 1172209 756 993851 781 1536717 806 3416914 807 0
1 16
18 2 1457 117 0.922362051796917 0.1449393990945776 0
33 169 0 170 358443 195 323995 220 440041 245 503404 271 592478 296 577112 321 345476 346 424001 371 538205 396 499716 421 568718 446 742369 472 1151343 497 1754816 522 1530745 547 1868904 572 1752991 597 1340063 622 2046216 648 2689922 673 2560317 698 1569350 723 1357490 748 1481296 773 2338288 798 2418470 823 2456616 849 2587877 874 1394114 899 922293 924 1461642 925 0
1 16
19 3 1480 33 0.9115889721840323 0.08933131408199586 0
11 273 0 274 1879554 300 1822781 325 1382639 351 1864213 377 1263389 403 784064 429 571957 454 343240 480 314299 481 0
0
20 3 1068 75 0.9133230990364395 0.0743687431309715 0
28 56 0 57 555390 82 537160 107 522704 131 529041 156 640435 181 877755 206 1111173 231 1157072 255 1474708 280 3020586 305 2812510 330 1948745 355 1141344 379 835932 404 803977 429 847088 454 917489 479 1203889 503 782263 528 1124317 553 1441539 578 2940700 603 1916100 627 2125113 652 3435747 677 3072672 678 0
1 19
21 2 1086 17 0.9189986938158611 0.055605083626681796 0
26 152 0 153 1222872 178 1290322 204 930759 229 1043954 255 1076030 280 1388671 306 1381230 331 1098090 356 1213886 382 615187 407 725381 433 349753 458 405611 484 640443 509 993478 535 894661 560 491702 585 604513 611 857468 636 1041565 662 1336830 687 1355610 713 2172031 738 2180812 739 0
0
22 1 1352 21 0.9140087031400929 0.1405087109322102 0
25 351 0 352 1982697 377 1285955 402 1859089 426 1710766 451 1453829 476 1327158 501 974621 526 776584 551 1646238 575 1344173 600 1567088 625 1572854 650 1862141 675 1787144 699 2422974 724 2174612 749 2407544 774 2298757 799 1507622 824 1156576 848 1452395 873 2388408 898 1993847 899 0
2 21 20
23 2 651 186 0.9181285468300033 0.00210322575179841 0
10 190 0 191 1569486 215 2269979 240 1384158 264 1428617 288 1240603 312 898393 337 790102 361 1251726 362 0
0
24 1 1282 6 0.9291764948890245 0.0676720232577964 0
29 140 0 141 1145346 166 1697079 191 1092405 216 683200 241 805247 266 857655 291 820135 317 809668 342 1041558 367 1043807 392 2739485 417 1903742 442 1307761 467 727984 492 379049 517 358108 542 385181 567 602650 592 713522 617 716402 643 647861 668 605016 693 761812 718 570927 743 482739 768 595708 793 718013 794 0
1 23
25 1 1432 43 0.927171355955467 0.028175130554805028 0
19 314 0 315 1653888 339 1277928 364 1626701 388 1353236 413 973387 437 1320977 461 1028235 486 1034457 510 1256910 534 1500635 559 1044387 583 898318 607 887331 632 660243 656 446199 681 257975 705 236955 706 0
2 23 24
26 2 598 212 0.9136439833206831 0.046816243240404794 0
34 1 0 2 331282 27 186940 52 151262 77 182678 102 193403 127 369370 151 463487 176 304189 201 251641 226 311518 251 443678 276 269274 301 302675 326 535249 351 1260969 376 2182136 400 3146463 425 2183297 450 1127751 475 872531 500 649012 525 761452 550 1123403 575 1334411 600 1519810 625 1531631 649 2489920 674 2286695 699 3769813 724 4457963 749 3137171 774 2817743 775 0
0
27 3 1391 108 0.9188077645443818 0.00287851019967591 0
7 630 0 631 2722989 657 1930619 683 2390475 708 937444 734 1289407 735 0
1 26
28 2 805 55 0.9205574324711953 0.0037766380520991125 0
39 14 0 15 1128735 40 1072862 65 1386032 90 1452009 115 1339755 139 1229963 164 1376043 189 1442089 214 1139735 239 841291 264 662733 289 1036525 314 900404 339 688989 363 1197469 388 1598119 413 1958302 438 2750566 463 2113632 488 2178834 513 3552607 538 4761213 563 3062189 587 3581957 612 2265810 637 2093919 662 2566964 687 3145258 712 1922356 737 1455688 762 1015404 787 1328424 811 862233 836 821915 861 1283078 886 1615629 911 2450351 912 0
2 26 27
29 1 837 120 0.9154583483201424 0.14186145970726582 0
34 164 0 165 2724138 190 1345168 215 849001 240 1085246 265 1256461 290 1046432 315 569029 340 447452 365 421858 390 409066 415 699648 440 821277 465 539996 490 842429 515 1084895 540 708561 566 705966 591 708238 616 727878 641 516278 666 630557 691 403066 716 582799 741 814931 766 867741 791 1119104 816 1857963 841 2811554 866 3101357 891 2470727 916 2403423 941 1827102 942 0
0
30 1 1426 103 0.9155629950255255 0.14948682830634505 0
21 304 0 305 1283532 330 1476004 356 1688566 381 1344904 406 573786 431 472234 457 781825 482 508261 507 694271 533 1080542 558 859617 583 782456 608 554372 634 1054521 659 1821208 684 2201045 709 2607688 735 2955566 760 2012825 761 0
1 29
31 1 1123 78 0.9245835251617573 0.057223310661906626 0
33 97 0 98 1624607 123 3275418 148 2452175 173 2740936 199 2204539 224 1828113 249 1274951 274 674684 299 929406 324 1009190 349 620979 374 535671 400 361385 425 371551 450 300983 475 278396 500 238587 525 391103 550 588315 576 376626 601 363595 626 268207 651 463875 676 525147 701 396130 726 448917 751 316664 777 629685 802 541905 827 490615 852 526509 853 0
0
32 3 1297 5 0.9211473883806779 0.06114580672803358 0
30 208 0 209 488356 234 452698 259 271537 284 150829 309 236380 335 191283 360 155385 385 210089 410 463174 435 479201 460 652143 485 840798 510 1071704 535 941313 561 1205730 586 1488450 611 1516750 636 1614816 661 1587162 686 2650302 711 2506226 736 1639835 761 1890188 787 2244639 812 3364661 837 2497317 862 1811982 887 5936747 888 0
1 31
33 1 1352 120 0.9291056193326543 0.042132399641327 0
35 111 0 112 2175184 137 1695110 162 1869836 187 1837958 212 4281073 237 3652690 262 3176450 287 2690941 312 1960047 337 2614569 362 1553869 387 1410097 412 1367187 437 1190923 462 1073759 487 1084145 511 972429 536 672879 561 603360 586 515786 611 631417 636 1077774 661 1207163 686 948822 711 760645 736 683108 761 521509 786 695738 811 764854 836 499071 861 620312 886 492319 911 468938 912 0
1 31
34 1 1000 117 0.9209436728876355 0.014396397694975404 0
24 29 0 30 267625 55 333781 79 220169 104 371216 128 286163 153 184007 177 154004 202 369473 226 476472 251 628381 275 732174 300 688592 324 984777 349 686019 373 886636 398 1068974 422 1774501 447 2301879 471 1723932 496 3711778 520 3528747 545 2914764 546 0
1 33
35 3 1263 205 0.9188549960741594 0.10025614663883539 0
12 575 0 576 2552058 601 1925826 626 1972937 650 2809509 675 2801645 700 1935915 725 1460506 749 748733 774 402292 799 741773 800 0
0
36 3 1289 67 0.9247278876082652 0.03093451651851421 0
30 197 0 198 666197 223 446033 248 694360 273 513921 298 339858 323 630330 348 668166 373 1092606 398 1115653 423 1516706 448 2016496 473 2512678 498 2420967 523 1351099 549 1215476 574 1127027 599 1336457 624 2001979 649 1679033 674 2126276 699 1092969 724 1242535 749 765077 774 792940 799 646152 824 742139 849 314524 874 250270 875 0
1 35
37 3 1253 155 0.9101022680373455 0.10785230921821333 0
37 141 0 142 2033496 167 1699643 192 1604581 217 1497048 241 1708455 266 2787802 291 3224769 316 2995642 341 1977157 366 2049003 391 1209106 415 1068563 440 711902 465 871590 490 1179454 515 1314310 540 2457383 565 2977438 589 2910145 614 3184674 639 1722301 664 1532677 689 1582675 714 1219077 738 1463226 763 1535802 788 1288153 813 1029972 838 612665 863 798439 888 543845 912 455613 937 498295 962 1208541 987 959589 988 0
0
38 3 700 60 0.9221644766456089 0.1050536859966848 0
11 372 0 373 625221 399 1261045 424 1393792 450 1414636 475 1216470 501 1721280 527 2194945 552 2563688 578 2372028 579 0
1 37
39 1 792 199 0.9252365932457147 0.10111370979298676 0
25 346 0 347 543465 371 518589 396 678390 421 880135 445 1149610 469 892800 494 1071598 519 1077287 543 751605 567 651995 592 810456 617 869242 641 737616 665 1258769 690 1550137 715 2087913 739 1821385 763 2934120 788 4541909 813 3912195 837 2701412 861 1903511 886 1428270 887 0
0
40 3 1128 116 0.9237654793474157 0.12067241188723611 0
12 769 0 770 1120020 794 1269951 819 975118 843 794104 868 1279826 892 2799809 917 1686371 941 2129889 966 2699333 990 1802584 991 0
1 39
41 3 647 203 0.9218501231737721 0.11088346902374593 0
35 67 0 68 3251554 93 3882492 117 3282211 142 2789223 167 3493699 192 2622456 217 1521876 241 1236562 266 1504615 291 1193310 315 1216198 340 1263827 365 1166275 390 1269443 415 1030286 439 618760 464 549227 489 419946 513 433483 538 419623 563 672748 588 635842 613 555273 637 389601 662 228509 687 160498 711 157979 736 113025 761 66366 786 110354 811 111812 835 120713 860 74765 861 0
0
42 2 1363 63 0.9139387827446667 0.09111306075024404 0
9 332 0 333 2108627 356 2465182 379 1666219 403 1427136 426 1229780 449 882686 472 994343 473 0
1 41
43 3 699 166 0.9146686179697647 0.11065454647762071 0
36 94 0 95 1167830 120 2445833 145 3423803 171 3475328 196 3449866 221 1704707 246 1685023 271 1106547 296 880894 322 896052 347 678533 372 455511 397 700054 422 616556 448 332012 473 425426 498 625309 523 401983 548 409562 573 496916 599 595701 624 1579777 649 1980530 674 2130111 699 1210282 725 1708466 750 1262357 775 2386647 800 3676519 825 3818521 850 2674278 876 2483763 901 934971 926 642847 927 0
0
44 2 1308 121 0.9239212660391094 0.14220320618186863 0
9 465 0 466 374083 491 930288 516 1354522 541 1258442 565 1816893 590 959812 615 1948409 616 0
1 43
45 1 1333 146 0.9284207982774595 0.12746810583896925 0
43 0 0 1 742678 26 744152 51 587920 76 522502 101 699861 126 630568 151 1082420 176 1458263 201 1506402 226 1601946 251 2008512 275 1681962 300 1911331 325 1223028 350 825076 375 574645 400 715318 425 1148830 450 1064399 475 1067730 500 1111114 525 1446587 550 1294121 575 582810 600 750043 625 782878 650 1039983 675 1039894 700 1000135 725 1161285 749 1223450 774 1158532 799 925105 824 731588 849 720419 874 887804 899 1266384 924 1377677 949 1382276 974 1317600 999 1401603 1000 0
2 43 44
46 3 501 111 0.9134424621414902 0.04598733921279625 1
33 21 0 22 2530900 47 1740144 72 1692906 97 1445375 122 750812 147 814050 172 992241 197 685665 221 608253 246 387026 271 278506 296 263130 321 283531 346 335760 371 606166 396 741012 421 473718 446 769652 471 1227075 496 1335313 521 2454032 546 3195212 571 2286185 595 2232233 620 2911304 645 3104096 670 3144713 695 2545291 720 1951822 745 2160119 770 1894025 771 0
1 43
47 1 585 10 0.929107647435277 0.1375673828955273 0
19 518 0 519 2095711 544 2109810 569 2163743 594 1194571 619 1202249 644 864435 669 775886 694 555163 719 376327 745 319311 770 313402 795 155979 820 132127 845 83696 870 85927 895 101748 920 102944 921 0
0
48 1 902 58 0.9161706149120481 0.023768964774393074 0
11 195 0 196 728886 221 680376 247 482541 273 1062732 298 1129281 323 569195 349 761632 375 1224919 400 3059991 401 0
0
49 3 601 189 0.926897008424156 0.12954238633714174 0
16 185 0 186 2782351 211 3076773 236 2568664 262 3135653 287 2596221 312 2303794 337 1363030 363 1661064 388 1578021 413 1018220 438 738822 464 541796 489 672044 514 761980 515 0
0
50 2 619 203 0.9158288962513909 0.09739292022519115 0
32 261 0 262 3254347 287 2391732 312 2256382 338 1776937 363 1377961 388 1496788 413 1627306 438 1767252 464 1703052 489 1152171 514 1339469 539 1394167 564 1037305 590 1424990 615 1792725 640 3443546 665 1738268 691 1358210 716 1552923 741 1661957 766 1345330 791 1341953 817 1117058 842 906544 867 839884 892 608642 917 552854 943 615883 968 844482 993 659299 994 0
1 49
51 2 589 55 0.9104511495211929 0.14211739307370472 0
30 164 0 165 3621886 190 4347513 215 3253174 239 2754338 264 2035045 289 2530981 314 2318852 339 3548247 364 1429070 388 1396632 413 1784072 438 969396 463 1418105 488 1118223 512 1624255 537 1159231 562 1435667 587 911460 612 941391 636 964687 661 499023 686 423292 711 586777 736 830434 761 860836 785 703336 810 423023 835 350693 836 0
0
52 3 840 20 0.9139775786141432 0.05100490640087872 0
13 281 0 282 1429063 307 1653793 331 1185337 355 1186068 380 919119 405 1723164 429 2197177 453 2211869 478 1325690 503 1319749 527 1348913 528 0
0
53 1 573 197 0.9274810731833918 0.04689966508383798 0
36 112 0 113 273317 138 302899 162 152694 187 209857 212 124521 236 70401 261 113991 286 210223 311 241671 335 433252 360 584209 385 398474 409 721776 434 665823 459 774592 483 1330724 508 1798069 533 793553 558 817912 582 1395150 607 931995 632 1047293 656 2301290 681 2676734 706 2422466 730 2269456 755 1834177 780 1584195 805 1178214 829 1358250 854 1027992 879 607476 903 555886 928 490869 929 0
0
54 3 650 11 0.9112804889135515 0.035415668047077915 0
37 16 0 17 70065 42 179236 68 116884 93 212844 118 199749 143 170292 169 157420 194 325338 219 361161 244 404496 270 436501 295 425105 320 447308 345 758869 371 1443048 396 1005385 421 1618762 447 1788215 472 1644746 497 1225313 522 1257558 548 1258863 573 2024473 598 2434321 623 2885109 649 1956460 674 1589042 699 1567965 724 1454713 750 1327319 775 1632533 800 1536776 825 1315762 851 984639 876 725998 877 0
0
55 2 1011 66 0.9297662713947368 0.02425396046560238 0
27 252 0 253 138310 278 160352 302 278470 327 267706 352 456959 377 843394 401 544167 426 939499 451 1034827 475 858593 500 1296654 525 1424734 549 2443124 574 1789067 599 2978017 624 2428286 648 2590624 673 3107052 698 3550117 722 3345692 747 2881405 772 1586505 797 830391 821 548593 846 306470 847 0
0
56 3 1129 182 0.9246099626024955 0.07491827953258087 0
28 7 0 8 3670068 33 1643401 58 1210103 83 2274823 109 1290383 134 1183084 159 1456624 184 1274011 209 1171827 234 1889493 260 644461 285 459546 310 800833 335 1217378 360 1358689 385 1936094 411 2014716 436 1839065 461 1459126 486 1695386 511 1255852 536 1023227 562 683336 587 501725 612 445961 637 719155 638 0
1 55
57 2 550 100 0.9264686661117563 0.10005335707347134 0
32 165 0 166 715994 191 1598345 216 2035275 241 3817534 266 3096026 291 1548269 316 1728555 341 1613508 366 1649360 391 1292600 416 998104 441 1207223 466 1465124 491 1066663 516 992826 540 1320411 565 1081680 590 1061922 615 790938 640 867814 665 771740 690 963367 715 1748343 740 1426619 765 1214977 790 979578 815 1113138 840 1230806 865 992478 890 1518411 891 0
0
58 3 1457 39 0.9203413206866032 0.14705406472811897 0
