700
289 467
156 163 1
156 158 1
157 167 1
157 164 1
157 162 1
157 158 1
158 160 1
159 161 1
159 195 1
159 160 1
160 162 1
160 163 1
161 279 2
161 276 2
161 162 1
163 195 1
164 202 1
164 165 1
166 167 1
167 202 1
168 212 1
168 196 1
168 169 1
169 204 1
170 273 2
170 173 1
170 178 1
170 171 1
171 196 1
172 178 1
172 176 1
172 177 1
172 173 1
173 212 1
173 196 1
175 276 2
175 195 2
175 177 1
175 176 1
176 212 1
177 182 1
178 182 1
180 208 1
180 233 1
180 211 1
180 181 1
181 191 1
181 209 1
182 281 2
182 271 2
183 190 1
184 215 1
184 185 1
185 214 1
186 192 1
186 217 1
186 224 1
186 187 1
187 213 1
187 193 1
187 200 1
188 213 1
188 200 1
188 205 1
188 189 1
190 221 1
190 201 1
190 214 1
191 211 1
192 198 1
192 193 1
193 232 1
193 227 1
195 269 2
196 204 1
197 219 1
197 198 1
198 232 1
198 210 1
199 285 2
203 242 2
203 243 2
205 229 1
205 225 1
205 207 1
206 229 1
206 230 1
206 223 1
206 207 1
207 220 1
207 213 1
208 209 1
209 226 1
210 219 1
210 211 1
211 232 1
212 269 2
213 217 1
214 215 1
215 221 1
216 217 1
217 220 1
218 283 2
218 269 2
219 231 1
220 223 1
220 222 1
221 280 2
221 228 1
232 233 1
234 237 2
234 236 2
234 235 2
235 284 2
235 238 2
237 243 2
237 242 2
237 238 2
238 239 2
239 242 2
239 240 2
240 250 8
240 241 2
241 242 2
244 246 4
244 286 4
244 245 2
246 248 2
246 247 2
247 266 2
247 277 2
249 253 2
249 250 2
250 251 2
251 252 2
252 287 4
254 258 2
255 258 2
255 256 2
256 287 4
256 257 2
257 258 2
259 261 2
259 260 2
261 263 2
261 262 2
263 264 2
264 267 2
265 266 2
266 289 8
267 283 2
268 273 2
268 272 2
269 270 2
270 283 2
270 282 2
271 273 2
271 275 2
272 274 2
273 274 2
274 275 2
275 288 4
2
136 85 3 1 2 3
277 60 3 1 2 3
1001
1 3 947 83
11 410 0 411 537016 437 965726 463 1223231 488 1437153 514 1091737 540 1363257 565 1661037 591 1209527 617 1365685 618 0
0
2 1 816 213
18 11 0 12 1837827 36 1533095 61 1447424 85 1567380 109 1046149 133 1232002 158 784801 182 914282 206 1140504 230 752333 255 420614 279 684438 303 456620 327 279292 352 315311 376 296732 377 0
0
3 1 886 62
23 195 0 196 513678 221 414655 245 643544 270 601094 295 669937 320 666515 345 572671 369 748925 394 685682 419 1161982 443 1087246 468 1203994 493 1447530 518 1140284 543 1202445 567 2288484 592 2443747 617 2141451 641 1479960 666 1995484 691 1481674 692 0
1 2
4 2 1375 18
13 208 0 209 808175 233 420222 257 592229 281 709049 305 751901 329 1288675 353 1906697 377 1640559 401 1234139 425 1026315 449 742933 450 0
3 3 5 2
5 2 961 98
28 26 0 27 2170433 52 1763729 76 2757761 101 3457037 126 2164247 150 1986923 175 2049762 200 1993029 224 1582538 249 1349687 274 1658196 298 1497882 323 1433790 348 1307503 373 2192081 397 1953450 422 621597 447 732702 471 634091 496 885675 521 1138998 545 621279 570 583358 595 486677 619 566454 644 640312 645 0
0
6 3 687 76
25 5 0 6 1300341 31 2018301 55 3268721 80 2327680 104 1248432 129 873729 153 1030827 178 760554 202 692672 227 1887340 251 888837 276 1424644 301 1255133 325 1504422 350 951809 374 1528968 399 1107609 423 1405839 448 1271161 472 1340679 497 2398625 521 1675706 546 2267835 547 0
0
7 2 1475 79
15 306 0 307 596190 332 860570 358 649930 383 749334 408 1029277 434 909072 459 2813791 484 1894424 510 1166832 535 1388027 560 1082864 586 722665 611 389114 612 0
0
8 2 1080 128
27 13 0 14 734431 39 812432 63 480918 88 964907 112 925304 137 807898 161 487639 186 649409 210 1040695 235 1236598 259 2069350 284 1798095 309 2442510 333 2717871 358 1868877 382 1234279 407 981555 431 738818 456 988447 480 734718 505 671234 529 607448 554 567820 578 842558 603 661030 604 0
2 9 7
9 2 1141 77
11 118 0 119 1084600 143 1257226 166 1123110 189 1230980 213 1200086 237 984486 260 1246212 283 1210561 307 1190783 308 0
0
10 3 532 263
12 349 0 350 1154198 375 1585983 400 1542226 425 1331329 450 2059608 476 1963061 501 741251 526 1120362 551 1104773 576 1180978 577 0
0
11 1 1177 45
8 232 0 233 1530321 257 1708293 281 946816 306 1231963 330 1708088 354 3239028 355 0
2 12 10
12 2 1498 100
28 51 0 52 635197 77 522656 101 758523 126 1032249 151 1324286 176 1296714 200 1014662 225 729999 250 1303690 274 1424808 299 1563807 324 1824321 349 1055539 373 1115585 398 1431131 423 1192226 448 733937 472 618629 497 722700 522 512442 546 649423 571 1281652 596 1336046 621 2454212 645 2373383 670 1960476 671 0
0
13 3 913 133
8 116 0 117 2001983 141 1942568 166 1763443 190 1318129 215 2520606 239 1667039 240 0
0
14 2 1186 274
27 37 0 38 1895517 63 2197552 89 3206395 114 3147964 139 2406856 164 2717209 189 1218248 215 1142010 240 1147819 265 1746086 291 2110888 316 1939910 341 2219472 366 1202963 391 1558256 417 2012017 442 2362126 467 1934869 493 1802485 518 1554055 543 388690 568 501679 593 346499 619 269746 644 327567 645 0
1 13
15 3 1100 174
22 187 0 188 296243 213 295657 237 322807 262 562334 286 641619 311 512397 335 801087 360 942870 385 650107 409 778249 434 502394 458 367310 483 508990 508 867072 532 1234002 557 804549 581 1040718 606 2545320 630 3120623 655 3266398 656 0
0
16 3 1047 93
12 103 0 104 2132820 129 2543182 153 2063742 178 1463569 202 1026757 227 1876363 251 2118447 276 2306392 300 1392669 325 2055299 326 0
1 15
17 3 836 234
11 464 0 465 1150656 489 1430086 514 1219090 538 980217 563 1237796 587 841881 611 829571 636 991338 660 1380391 661 0
1 15
18 2 901 114
12 73 0 74 926412 98 706351 122 620334 146 611424 170 1119881 194 1316072 218 1029992 242 1810014 266 2103255 290 3785935 291 0
0
19 1 1442 153
26 4 0 5 386476 30 304124 54 282109 79 283898 104 558706 128 715699 153 904866 178 1170698 203 508696 227 747402 252 979537 277 1498410 301 1267276 326 1361787 351 1217509 375 1335159 400 950540 425 1014188 450 855624 474 675796 499 1017331 524 2113540 548 1704371 573 2152019 574 0
0
20 1 1070 182
23 133 0 134 594911 159 965994 184 649197 209 1124448 234 933581 259 2340219 285 3461133 310 3380541 335 2397086 360 3462741 385 2727963 410 1838566 435 1503863 460 1622970 485 1535585 511 1386711 536 1650833 561 1626644 586 1127549 611 773966 636 1023869 637 0
1 19
21 2 1232 96
26 61 0 62 3321174 87 5805189 111 2753539 136 1706535 160 2387338 185 1204999 210 1526729 234 1325607 259 941855 283 849032 308 525623 333 317159 357 1118867 382 1019471 407 811797 431 644442 456 316216 480 254312 505 326100 530 695703 554 762806 579 1029123 603 1326505 628 1360917 629 0
2 20 19
22 1 741 105
29 28 0 29 1090830 54 1122205 79 1390271 103 1633275 128 1431908 153 934963 178 1318359 202 1425017 227 2334996 252 4252331 277 3587323 301 3023176 326 2150254 351 1295348 376 1665309 401 1386142 425 2011470 450 1387836 475 896583 500 998297 524 1099245 549 1171830 574 1459674 599 2366302 623 1987270 648 2002785 673 1612618 674 0
0
23 3 957 266
27 3 0 4 362400 29 461828 53 1014061 78 1191612 103 1127367 127 1131273 152 906922 176 1048978 201 701859 226 519901 250 485628 275 419406 299 319242 324 441647 349 558910 373 1151372 398 1909348 423 1697268 447 2213437 472 1354903 497 1223378 521 1287348 546 1308889 570 729875 595 717939 596 0
1 22
24 2 965 70
8 135 0 136 2303223 160 1925939 185 1509899 209 1661537 234 1866432 258 1588924 259 0
0
25 3 1350 166
19 256 0 257 1040037 282 1021833 307 927950 332 1715592 357 2146175 382 3061312 407 926214 432 768433 457 524849 481 649949 506 842876 531 488697 556 460915 581 306810 606 530089 631 725168 656 570791 657 0
0
26 3 797 225
13 292 0 293 1412909 317 1811645 342 1692524 367 1354937 391 1613357 415 1365122 440 1550795 465 1355372 489 1539398 513 2118527 538 1911945 539 0
1 25
27 3 856 69
24 105 0 106 1097466 131 794634 157 838172 182 1149404 208 928174 233 690297 258 1135603 284 2172750 309 1488053 334 1711719 360 813924 385 891551 411 1282500 436 1194580 461 1532893 487 1348979 512 1272227 537 1490309 563 2325755 588 1954976 614 2245292 639 5094599 640 0
0
28 3 1451 14
29 16 0 17 228782 42 265674 68 324079 93 566596 119 951877 144 518462 170 440024 195 304020 220 302121 246 458568 271 736611 297 882032 322 780186 347 1008450 373 1652410 398 1997340 424 1209084 449 1125090 475 1573337 500 1394381 525 2783504 551 1665679 576 1124338 602 1089644 627 1323834 653 1709076 678 970836 679 0
2 26 27
29 3 1268 142
21 35 0 36 2183203 60 1638748 85 1229948 109 1331470 134 1202385 158 1121032 182 712079 207 673277 231 524686 255 644829 280 620365 304 767303 329 823296 353 573968 377 973748 402 2077273 426 2424571 451 1774411 475 2538036 476 0
0
30 1 874 174
24 32 0 33 1556133 58 1628984 84 1019380 109 498778 135 907735 160 1515004 186 1145225 211 2577597 236 2134871 262 4436412 287 3556406 313 3307556 338 1643665 364 1586729 389 1756621 414 2262686 440 1371974 465 422633 491 236868 516 200625 542 176921 567 204277 568 0
1 29
31 1 880 244
14 168 0 169 277195 194 424894 219 997760 244 761127 269 944883 294 624098 318 537766 343 547519 368 906348 393 1513536 418 2775385 443 1306295 444 0
1 29
32 2 1432 124
16 79 0 80 695435 105 562826 130 668128 155 757384 180 851702 205 1064141 230 781844 256 1197121 281 1672118 306 1374258 331 1510525 356 1576624 381 1886084 406 2883246 407 0
0
33 1 1267 120
16 198 0 199 1250483 224 1155047 249 874200 274 671473 299 400905 324 495315 349 298297 375 539364 400 523039 425 854074 450 1129318 475 1497139 500 1383644 525 2074335 526 0
1 32
34 2 1265 229
17 313 0 314 1363593 339 1344548 365 1256707 390 1172900 416 1481112 441 1705770 467 1144013 492 1284649 517 1315366 543 900668 568 1186391 594 822192 619 692734 645 760233 670 577826 671 0
0
35 3 585 104
19 297 0 298 303911 323 516019 347 782874 372 766366 397 776923 421 1258935 446 981924 471 2105803 495 1397476 520 1153917 545 1759223 570 3242409 594 2118525 619 1669603 644 979133 668 786221 693 904887 694 0
1 34
36 1 1110 210
8 526 0 527 665726 554 1352618 580 1589849 607 901482 633 677446 660 508037 661 0
0
37 3 1246 5
26 24 0 25 1524446 50 1198376 76 944186 101 515719 127 455768 152 547907 177 583340 203 653420 228 1108995 254 589301 279 1001350 304 623434 330 628554 355 572629 380 469265 406 554743 431 603897 457 933740 482 702297 507 1881457 533 2506617 558 2886379 584 3544125 609 4442934 610 0
1 36
38 1 1290 216
31 1 0 2 1319157 27 1424274 52 1586893 77 2466594 102 2064291 126 2495933 151 2300929 176 1655780 201 1793412 226 1588238 251 1381316 276 1389477 301 767661 326 895508 351 773170 375 716360 400 509283 425 360113 450 259920 475 228461 500 279737 525 239818 550 231840 575 221030 599 201931 624 235407 649 221992 674 169428 699 151663 700 0
0
39 2 604 47
17 303 0 304 2661532 329 1494564 354 2191251 379 2286551 403 2534746 428 2151880 453 2258552 478 2308299 503 3384500 528 1703677 553 1059455 577 570672 602 640297 627 609418 652 560510 653 0
0
40 3 712 122
16 384 0 385 3316415 409 3490077 433 1820049 457 2206308 481 2652220 505 1484300 529 1450738 554 1601983 578 1051205 602 755649 626 821095 650 788070 674 444420 698 349061 699 0
0
41 1 1214 46
28 4 0 5 2542182 30 2011570 55 2929763 80 2170843 104 1451718 129 1258419 154 1080772 179 936754 204 1510925 229 1829239 253 3026083 278 1224373 303 927707 328 1344561 353 886357 378 858515 402 946368 427 1454567 452 1335289 477 1721248 502 1290452 527 855660 551 851868 576 926148 601 986753 626 912608 627 0
1 40
42 3 1067 195
27 23 0 24 937402 49 552800 73 789046 98 931787 122 921744 147 1342388 171 927331 196 1474520 220 954668 245 687722 269 486090 294 319999 319 271169 343 283746 368 255351 392 298805 417 661684 441 652337 466 735665 490 996991 515 1565769 539 2204001 564 4057545 588 2488987 613 2578347 614 0
1 40
43 2 1479 45
15 77 0 78 2233070 102 1304269 126 1600696 150 1431278 174 982156 198 743199 223 782683 247 920125 271 1544165 295 1545269 319 1620099 343 1114953 367 1055514 368 0
0
44 2 1142 72
18 200 0 201 1037148 226 1502774 252 1959028 277 1636172 303 1580660 328 2150095 353 937481 379 1468920 404 1053695 430 1035405 455 813218 480 993616 506 1856772 531 1491224 557 1176474 582 1178970 583 0
1 43
45 3 1081 273
15 242 0 243 1716546 269 1106049 295 970281 320 1231731 346 1180423 372 1082752 397 1132006 423 1018263 449 1482564 475 1301843 501 1273479 526 1566768 552 1098897 553 0
2 46 43
46 2 771 12
21 255 0 256 676254 281 867602 305 1896107 330 1365091 354 2797020 379 1870669 403 1548792 428 2507680 452 1654658 477 1674935 502 1558382 526 842596 551 1419535 575 1338567 600 2871597 624 2206591 649 1343792 673 1190531 698 1012862 699 0
0
47 1 1357 83
10 334 0 335 2340650 359 1953723 382 2765515 406 2177474 429 2056310 453 953581 476 1141719 500 1445557 501 0
0
48 2 646 41
17 97 0 98 741962 123 864268 148 840888 173 1040786 198 903893 223 730932 248 885297 273 1052649 297 981387 322 862528 347 885874 372 1392040 397 2660857 422 2257830 447 2691841 448 0
1 47
49 2 876 228
11 5 0 6 970322 30 818519 54 1129852 78 1019775 102 1485155 126 1232587 150 1376379 174 2255045 198 2517009 199 0
2 50 47
50 3 961 147
16 178 0 179 834019 205 659354 230 982040 256 1205057 281 1086296 307 1379094 333 2095595 358 1195932 384 1120756 410 1562550 435 753628 461 537883 486 865916 512 859566 513 0
1 48
51 2 738 72
31 0 0 1 2233163 26 1255721 51 926365 75 822570 100 1143975 125 2869035 150 3909532 175 2460713 199 1170008 224 1110991 249 1165252 274 1316731 298 672100 323 686198 348 882879 373 798882 398 1250850 422 1052303 447 1094900 472 1082046 497 1943139 521 1906894 546 1774685 571 509143 596 392732 621 407194 645 521955 670 412562 695 567482 696 0
0
52 3 1008 201
16 121 0 122 737885 148 1500322 173 1024169 199 1059799 224 1116559 250 866287 275 653302 301 612775 326 668682 352 691149 377 732647 403 1101465 428 1832955 454 2134937 455 0
0
53 2 916 48
16 37 0 38 2180760 63 1706506 88 2177549 113 2254024 138 1569802 163 1352554 188 1314950 212 1079611 237 1199839 262 1491865 287 810242 312 2115167 337 1475809 362 2776697 363 0
1 52
54 3 1102 55
13 29 0 30 1178307 54 1250333 78 817692 101 1263819 125 2049379 149 1794619 173 1466285 197 1701995 220 1548074 244 1528647 268 1577635 269 0
0
55 1 719 103
24 183 0 184 2299964 209 5051769 233 3380987 258 1942317 282 1175205 307 1045783 331 779362 356 1121929 381 964486 405 747288 430 725414 454 1122032 479 709027 503 792782 528 855451 553 761752 577 972922 602 1357712 626 1674208 651 1508632 675 1713991 700 2066032 701 0
0
56 2 767 156
16 110 0 111 4488196 136 1756661 161 1038690 186 531896 212 637602 237 606178 262 436389 287 574676 312 1005066 337 888730 363 782964 388 1218659 413 1123760 438 1036526 439 0
0
57 2 1417 245
8 120 0 121 1677674 145 2266160 169 2208286 194 1337583 218 1094013 242 938990 243 0
2 58 56
58 2 1325 196
23 65 0 66 2440376 91 3010316 116 2705577 141 3349285 166 2900855 191 1740705 216 1365304 241 1181407 266 738098 291 452950 316 578157 341 529742 366 473138 391 332569 416 277108 441 123802 466 88931 491 101989 516 114905 541 259540 566 177330 567 0
0
59 2 530 219
17 51 0 52 892573 77 912394 102 1335273 127 843049 152 787607 177 637022 202 627127 227 753971 251 665593 276 842751 301 1425578 326 1909347 351 2440608 376 3310349 401 2942781 402 0
0
60 1 826 268
16 5 0 6 2572345 32 2154041 58 2072396 84 1649774 109 1266336 135 1012390 161 653018 187 715078 213 804002 239 1046528 264 1121902 290 927826 316 1239977 342 1011943 343 0
1 59
61 3 1348 116
19 162 0 163 1663408 189 3268659 214 2358355 239 1895449 265 1873758 291 1767348 316 940544 341 1079215 367 882661 393 999465 418 860786 443 895056 469 1050345 495 1433114 520 1390486 545 1418995 571 628683 572 0
0
62 3 1195 179
14 227 0 228 1002716 252 956828 276 1863289 300 1441569 324 1278274 348 2049711 373 1637914 397 1829263 421 1266627 445 1626627 469 2061436 493 2771907 494 0
1 61
63 2 1081 214
23 35 0 36 411499 61 387589 85 468964 110 395291 135 588303 159 1050902 184 1050569 209 857611 233 928527 258 893673 283 1033136 307 1700102 332 1687615 356 1797754 381 1266478 406 1632555 430 1005549 455 1842537 480 1916529 504 3515687 529 3875683 530 0
1 61
64 1 724 184
10 107 0 108 730419 131 860505 155 1985478 178 1509479 202 934678 225 1472138 249 1505580 272 682217 273 0
0
65 3 1030 230
18 101 0 102 229060 127 329601 153 329544 178 418561 203 603022 229 718630 254 703827 279 955737 305 1123976 330 714866 355 563907 381 794078 406 1371122 431 2102444 457 2024129 482 1889063 483 0
0
66 2 1476 43
16 268 0 269 1791787 293 1899896 318 1942234 342 1156536 367 1141722 391 716662 415 694568 440 761605 464 775992 488 493905 513 360980 537 374675 562 321264 586 304252 587 0
1 65
67 1 997 57
12 390 0 391 2463301 415 2702266 440 1467549 464 1451879 489 1271069 513 1270597 538 1140802 562 796019 587 634295 611 339707 612 0
2 66 65
68 1 601 218
17 54 0 55 3351172 81 1967907 107 1768470 132 1025109 158 763125 184 1289059 210 797840 235 663770 261 645064 287 660617 313 454737 339 525247 364 455207 390 571775 416 808201 417 0
0
69 1 1497 39
7 60 0 61 1047444 86 944526 111 1191445 137 1267860 162 987122 163 0
1 68
70 2 819 68
18 214 0 215 4129377 240 3417526 266 2055435 291 1295769 317 1339324 342 1018435 368 676576 393 614083 419 1224333 444 728090 470 437058 495 323309 521 251871 546 225014 572 276327 597 264279 598 0
2 69 68
71 1 646 109
29 15 0 16 1435311 41 1286140 65 1288294 89 894745 114 779223 139 733156 163 755303 187 901795 212 1044888 237 848982 261 1030645 285 857509 310 565510 335 975126 359 1422352 383 2128597 408 1571084 433 1104992 457 805969 481 1550382 506 1764112 531 2086783 555 2103481 579 1936749 604 2243803 629 2552918 653 3665000 654 0
0
72 2 682 163
19 266 0 267 377583 293 599594 318 819291 344 684778 369 665981 395 769039 420 715479 446 1065963 471 1307115 497 1926860 523 2265354 548 1816379 574 1536595 599 938251 625 761886 650 1031620 676 631533 677 0
1 71
73 1 676 185
18 128 0 129 1184845 153 1173873 178 1319757 202 3358564 227 2921899 251 1931559 275 1374406 300 1048163 324 1998798 349 2172465 373 1438830 397 1569343 422 1478060 446 1540351 471 2203693 495 3015864 496 0
0
74 1 578 160
7 494 0 495 1519327 522 1951142 549 1233859 577 1311929 604 1010010 605 0
1 73
75 2 714 273
25 3 0 4 647511 29 542785 55 388469 80 476599 105 689694 131 1338676 156 1428047 182 1373567 207 1513571 232 1403576 258 1228324 283 1179280 308 909049 334 579095 359 911162 384 799012 410 663944 435 932099 461 1454607 486 2515787 511 2895744 537 4396963 562 3264437 563 0
0
76 1 1046 24
17 178 0 179 3265440 205 2688676 231 2500466 256 2082276 282 1550241 308 1786091 334 2004010 359 1495048 385 972366 411 610549 437 393437 463 313391 488 344568 514 363019 540 367078 541 0
1 75
77 2 973 20
12 330 0 331 1272134 356 1998296 381 1361995 405 1940510 430 2188641 455 1880327 480 1376081 504 1577091 529 2048012 554 1870685 555 0
0
78 3 736 161
26 70 0 71 1239237 96 979429 121 749468 146 522289 171 532995 196 629119 221 585820 246 748241 271 938972 296 795401 321 1049987 346 764334 371 1037812 396 1056610 421 1549679 446 1007744 471 1409620 496 1269420 521 711539 546 890975 571 956022 596 1488439 621 1698075 646 2648937 647 0
1 77
79 2 1029 110
30 5 0 6 40372 31 65836 57 56579 82 105224 107 78398 133 139133 158 133062 184 155623 209 307780 234 544058 260 735494 285 618238 310 486164 336 989185 361 1527483 387 1739154 412 841243 437 511153 463 560629 488 716502 513 1386853 539 1153618 564 1537257 590 1817521 615 3139928 640 6983554 666 4079129 691 3612903 692 0
2 78 77
80 2 555 239
29 7 0 8 727954 33 877059 59 964463 84 840551 109 1178982 135 1177839 160 894522 185 877557 211 914008 236 1182306 261 1247305 287 1194095 312 1188788 337 1535268 363 2180897 388 3765089 414 3228690 439 2474316 464 2304295 490 3221600 515 2358267 540 2832297 566 1789214 591 1234955 616 1350088 642 1670996 667 1981781 668 0
0
81 1 1224 97
18 292 0 293 700736 318 507136 343 640101 368 767668 392 617203 417 1184521 442 961174 467 1010325 492 1369844 517 1589631 542 2437131 567 2428613 591 2204950 616 1333554 641 999233 666 816820 667 0
1 80
82 3 1123 18
15 34 0 35 969109 60 785632 85 562968 111 831346 136 1011849 161 1256041 187 1938460 212 1243095 237 2168932 262 3035344 287 2183680 313 1936838 338 2964069 339 0
1 80
83 2 741 64
20 59 0 60 756594 85 689198 110 563589 135 671889 160 505891 185 711502 210 912936 235 835582 260 1035879 286 1135718 311 1210681 336 1384844 361 1803684 386 1434605 411 1488578 436 1998200 461 2991117 486 942968 487 0
0
84 1 662 77
14 144 0 145 771124 170 740451 195 437033 219 1128233 244 787049 269 432652 294 366143 319 562881 344 450488 368 1770806 393 1730189 418 1443448 419 0
0
85 2 628 260
13 242 0 243 268768 267 393350 290 321915 314 562254 338 933554 361 1206952 385 805456 409 776287 433 1129328 456 2601078 480 2871059 481 0
1 84
86 2 1176 185
12 269 0 270 1493795 296 1632820 321 1662541 347 1360524 372 1389889 398 973244 423 862433 449 655529 474 744009 500 577328 501 0
2 85 84
87 3 509 224
7 113 0 114 1499036 141 1585362 167 922781 193 771687 220 921225 221 0
1 84
88 3 1013 36
24 73 0 74 2086331 99 2004908 124 1886921 148 2284049 173 1554764 198 1515787 223 1696054 248 1379962 272 1578227 297 1472902 322 2186475 347 1925888 372 1272950 397 1102542 421 1267911 446 1610054 471 2321973 496 1456345 521 1615906 545 1448294 570 2194388 595 2742529 596 0
0
89 3 1196 281
14 298 0 299 1109631 325 1138428 351 1964651 377 1196297 403 1278138 429 941069 454 746972 480 670305 506 820050 532 2232927 558 1854320 584 1572543 585 0
0
90 1 914 43
21 143 0 144 671678 170 1248574 195 1529959 221 808273 246 957256 272 1374186 297 982795 323 842048 348 685627 374 957116 400 1419340 425 1298266 451 1203033 476 1421678 502 1401412 527 1491413 553 2192977 578 1856959 604 900768 605 0
0
91 1 854 245
16 249 0 250 1658993 276 1498903 301 1739174 327 1744837 352 1793190 378 1383267 403 594787 429 318574 454 239914 480 214417 505 195905 531 218165 556 193443 582 217586 583 0
1 90
92 1 1361 162
7 132 0 133 1320665 160 1485728 187 1161324 214 1474732 241 666202 242 0
3 93 91 90
93 2 785 167
16 314 0 315 529173 340 849874 365 974782 390 1777932 414 2336614 439 1391640 464 2111635 489 1790810 514 1830347 539 2920903 563 1874822 588 1416023 613 873691 638 1064690 639 0
1 91
94 3 1194 252
9 320 0 321 1528352 345 2178733 368 1185481 392 1618852 416 1956322 439 1542867 463 1516620 464 0
0
95 2 984 100
18 51 0 52 762355 77 1182160 102 1003013 127 772222 152 1250473 177 1039283 202 1283550 227 1023675 252 571898 277 1188743 302 818346 327 991809 352 928535 377 1171047 402 927986 427 1459956 428 0
0
96 3 1188 209
10 253 0 254 1039333 279 1482262 304 1345764 329 1584812 354 1138517 379 1308033 404 1555213 429 1859565 430 0
1 95
97 3 1161 93
13 85 0 86 1333685 111 1146381 136 1221512 162 1393508 187 1620338 212 2034461 237 1828556 262 1522587 288 2039372 313 2003673 338 2164918 339 0
1 95
98 3 987 244
12 113 0 114 1181382 138 1570008 163 1312664 187 1816928 212 1394725 236 1535629 261 2719048 285 1450534 310 1797766 334 1565151 335 0
0
99 1 1222 76
23 111 0 112 1592060 137 1282686 161 1812235 186 2031079 211 2010630 235 2005248 260 2322068 285 2566760 309 1602112 334 1267378 359 1393498 383 739189 408 475776 432 516783 457 1034564 482 1039647 506 1561346 531 1025165 556 999504 580 1723830 605 1793808 606 0
1 98
100 3 951 35
9 476 0 477 1123388 502 754689 528 1085321 553 1475118 578 1809880 604 1950179 629 1412257 630 0
0
101 1 1389 275
