300
308 504
101 185 1
101 189 1
101 102 1
102 182 1
102 191 1
102 207 1
103 190 2
103 120 1
103 104 1
104 241 1
104 208 1
105 178 1
105 174 1
106 227 1
106 107 1
107 228 1
107 171 1
108 115 1
108 125 1
108 109 1
109 150 1
109 112 1
110 265 1
110 159 1
110 111 1
111 266 2
111 222 1
112 114 1
112 123 1
112 115 1
113 119 1
113 123 1
113 114 1
114 150 1
115 122 1
115 179 1
116 226 1
116 142 1
116 195 1
116 117 1
117 146 1
117 237 1
118 123 1
118 124 1
118 145 1
118 119 1
120 208 1
120 121 1
121 209 1
121 207 1
122 124 1
122 138 1
122 123 1
124 127 1
124 139 1
125 179 1
125 129 1
126 139 1
126 161 1
126 168 1
126 127 1
127 145 1
127 153 1
128 179 1
128 135 1
128 129 1
129 231 2
130 196 1
130 251 1
131 144 1
131 132 1
132 173 1
133 148 1
133 170 1
133 178 1
133 134 1
135 292 2
135 138 1
135 140 1
136 208 1
136 241 1
136 181 1
136 137 1
137 216 1
137 166 1
137 154 1
138 179 1
138 139 1
139 140 1
140 168 1
142 237 1
142 143 1
143 290 2
143 292 2
143 239 1
144 197 1
144 173 1
145 149 1
146 282 2
146 165 1
146 147 1
147 168 1
147 237 1
147 161 1
148 169 1
148 214 1
149 152 1
149 153 1
150 234 1
150 151 1
151 235 1
151 254 1
152 156 1
153 156 1
153 161 1
154 241 1
154 155 1
155 166 1
155 202 1
156 288 2
156 165 1
157 182 1
157 249 1
157 160 1
157 158 1
158 246 1
159 279 4
160 220 1
160 185 1
160 164 1
161 165 1
162 295 4
162 193 1
162 163 1
163 189 1
163 192 1
164 291 2
164 184 1
164 238 1
166 257 1
166 167 1
167 229 1
167 216 1
167 230 1
168 239 1
169 253 1
169 170 1
171 262 1
171 197 1
174 177 1
174 175 1
175 178 1
176 250 1
176 215 1
180 232 1
180 235 1
180 183 1
181 247 1
181 216 1
181 209 1
182 185 1
183 299 2
183 255 1
183 252 1
184 192 1
184 185 1
187 281 2
187 243 1
187 203 1
189 191 1
189 193 1
190 193 1
190 191 1
194 290 2
194 217 1
194 206 1
194 195 1
195 224 1
196 264 1
198 263 1
198 259 1
198 229 1
198 199 1
199 260 1
199 253 1
199 213 1
200 210 1
200 204 1
200 201 1
201 211 1
201 217 1
201 206 1
202 258 1
202 257 1
203 250 1
204 217 1
204 205 1
205 225 1
205 224 1
206 212 1
208 209 1
210 297 2
210 211 1
211 212 1
212 294 2
212 296 2
213 230 1
213 229 1
213 214 1
214 253 1
214 242 1
215 246 2
215 223 1
216 248 1
217 224 1
218 231 1
218 220 1
218 219 1
219 240 1
219 249 1
219 223 1
220 249 1
220 238 1
221 244 1
224 226 1
225 282 2
225 226 1
227 288 2
227 228 1
228 262 1
229 257 1
230 242 1
230 248 1
231 292 2
231 238 1
232 255 1
232 233 1
234 235 1
235 252 1
237 239 1
242 245 1
244 246 2
244 247 1
244 245 1
245 248 1
247 248 1
252 254 1
253 261 1
254 278 2
255 256 1
256 277 2
257 259 1
262 280 2
266 267 2
268 308 4
268 307 4
268 269 2
270 271 2
272 308 4
272 274 2
273 275 2
273 289 2
273 274 2
274 276 2
275 298 2
275 276 2
276 278 4
276 306 4
277 306 4
277 285 2
277 299 2
278 299 2
279 308 4
279 283 2
280 300 2
282 288 2
284 285 2
285 293 2
286 305 2
286 304 2
286 298 2
286 287 2
287 303 2
287 289 2
289 298 2
290 296 2
290 291 2
291 292 2
293 307 4
293 302 2
294 297 2
294 295 2
295 296 2
298 301 2
300 304 2
300 305 2
301 305 2
303 304 2
306 308 4
306 307 4
1
283 81 2 2 3
251
1 3 529 164
11 30 0 31 1992000 55 2052252 80 1360286 104 1291513 129 1498639 153 1504061 177 1651873 202 2420048 226 1312569 227 0
0
2 2 1352 82
10 119 0 120 1919692 145 1817452 169 2106670 194 2321160 218 1926459 243 2183837 267 1966460 292 1426378 293 0
0
3 2 956 270
12 19 0 20 442724 45 524646 71 465113 96 398368 121 699130 147 625756 172 992551 197 1661585 223 1392259 248 2467756 249 0
1 2
4 2 1068 69
10 33 0 34 1000916 58 982559 83 629542 107 816043 131 1863272 155 1560905 180 1246890 204 1520046 205 0
2 3 2
5 3 1150 132
12 61 0 62 3347955 87 1530517 113 1819742 138 2744595 164 1200659 189 642159 215 900919 240 1067268 266 1198498 291 1384821 292 0
0
6 2 1382 247
10 77 0 78 2368123 104 1699778 129 1909324 155 1472720 181 1643365 207 1955265 232 1927891 258 2426140 259 0
2 8 5
7 3 1459 271
13 32 0 33 967935 58 1661284 84 1755689 109 1767136 135 2220551 160 2817357 185 1648701 211 2008107 236 1317923 262 2157720 287 2447290 288 0
3 6 8 5
8 3 947 79
12 0 0 1 763726 27 763125 53 722156 79 928600 105 1954116 132 1505312 158 1729391 184 1708424 210 2243627 236 2507095 237 0
0
9 2 1499 277
7 28 0 29 1510096 57 875825 84 1043257 111 851204 139 780203 140 0
0
10 2 1363 293
12 33 0 34 2510410 58 3252400 82 2099141 105 1942885 129 1106929 153 1111612 177 724591 200 480373 224 795587 248 638971 249 0
1 9
11 2 1394 281
10 55 0 56 937321 82 1478842 108 1129169 134 1436756 159 2254561 185 3664490 211 2007295 237 1261040 238 0
0
12 2 1381 232
13 47 0 48 1371295 72 1561052 95 1880971 119 2218645 143 1075433 167 1107926 190 986600 214 1465675 238 1812287 261 1068834 285 1615975 286 0
1 11
13 2 1095 208
14 11 0 12 2930511 38 2157178 63 1767326 89 1034714 114 1033970 140 1093951 165 939194 191 599297 216 469451 242 401338 267 484309 293 359551 294 0
1 12
14 3 955 188
11 30 0 31 843183 55 741432 79 892615 103 755178 127 946461 152 1218530 176 1701611 200 826992 224 785738 225 0
0
15 3 1358 68
12 52 0 53 432404 79 436992 105 657269 132 810704 158 1165306 184 1197290 210 1054770 237 1524394 263 2341616 289 1824752 290 0
0
16 2 713 202
14 12 0 13 2114598 37 1263384 62 1210627 86 1063266 110 745251 134 1055719 159 917777 183 985729 207 2280271 231 2323930 256 1998640 280 2684138 281 0
1 15
17 2 962 21
12 29 0 30 467295 56 574399 81 508623 107 806807 133 897289 158 2368207 184 2614639 210 1729078 235 1225842 261 1481801 262 0
2 16 15
18 3 1136 303
10 136 0 137 1575697 160 1366029 184 1406316 207 1483488 230 1149463 253 921358 277 1489269 300 983860 301 0
0
19 3 518 100
8 54 0 55 1411979 78 1256289 102 1243987 125 971121 149 1860799 172 2229194 173 0
0
20 2 1303 270
11 45 0 46 1079430 70 1277943 95 945520 119 1091644 143 1147213 168 1950652 192 1117089 217 1823083 241 2777717 242 0
2 22 19
21 3 919 126
8 128 0 129 945353 156 823896 183 921658 211 1261652 238 1681502 265 1816940 266 0
3 20 22 19
22 3 853 105
7 50 0 51 1155759 78 938242 105 1368260 131 1195946 158 1245242 159 0
0
23 2 1081 110
11 90 0 91 1737655 115 1987588 139 1396134 163 1102651 187 1128550 212 1343425 236 1112409 260 904368 284 990880 285 0
0
24 3 611 75
10 12 0 13 1118975 37 1888692 61 1679527 85 1318832 108 1803462 132 2895552 156 2419241 180 2137807 181 0
1 23
25 3 1382 154
15 0 0 1 615500 26 601331 50 817658 75 715004 99 964295 124 924648 149 959289 173 1668575 198 2093985 222 1320267 247 1722001 271 1543953 296 2334029 297 0
0
26 3 563 96
10 86 0 87 1394904 110 1942890 133 1829007 156 1977184 180 1565811 203 1681939 226 2254223 249 2619538 250 0
1 25
27 3 687 297
9 53 0 54 1207101 81 1176406 108 1801281 135 2143453 161 2386894 188 1516113 215 1608860 216 0
0
28 3 619 157
10 10 0 11 865595 36 864040 61 1127677 86 1149636 110 1965674 135 1605121 160 1372714 185 2096685 186 0
0
29 3 1141 106
9 9 0 10 1306481 35 1102468 61 1268440 87 1330044 112 812174 137 529711 163 527414 164 0
1 28
30 3 825 168
7 101 0 102 1251451 129 1346474 157 3007240 184 1118572 211 1236314 212 0
0
31 2 1152 222
12 19 0 20 1787652 45 1710246 71 1287608 96 1638091 121 511215 147 697044 172 529332 197 659754 223 795474 248 694496 249 0
0
32 2 1414 182
7 40 0 41 655636 67 1163923 93 841950 119 1590445 145 1713295 146 0
0
33 2 1021 64
10 12 0 13 2160137 37 1531222 61 1028549 85 1262946 108 1356572 132 1554991 156 1582799 180 2149381 181 0
2 34 32
34 2 957 23
12 51 0 52 2415545 78 1889384 104 1753513 131 1596154 157 1304430 183 1187442 209 1960152 236 1341807 262 1503086 288 1338520 289 0
0
35 2 578 298
12 2 0 3 685031 29 877945 55 1119422 81 1808960 107 2317076 134 1430980 160 1457937 186 1185352 212 821554 238 836357 239 0
0
36 2 585 166
12 14 0 15 1036622 41 1403597 66 1585800 92 900700 117 658208 143 929523 168 1770773 194 2549248 219 2704918 245 2887613 246 0
1 35
37 2 658 285
15 0 0 1 1793379 26 2111842 51 1290450 76 1285663 101 1580281 126 1902773 151 1490597 175 1128202 200 924458 225 1493274 250 789579 275 584461 300 360501 301 0
0
38 2 848 233
14 3 0 4 984680 29 1136230 55 661455 80 838749 105 1273559 130 1385399 156 1553575 181 896154 206 990935 231 1293264 257 1429838 282 3202896 283 0
0
39 2 833 121
13 18 0 19 613139 45 771810 71 841059 97 984382 123 702689 149 1021488 174 875680 200 996582 226 1921607 252 2161545 278 2386389 279 0
1 38
40 3 1306 23
12 9 0 10 2594270 35 1863486 59 1757642 84 1995085 108 1346426 133 944841 157 787505 182 788640 206 681611 231 780669 232 0
2 39 38
41 2 1236 198
9 130 0 131 1886284 157 820864 184 990278 211 674946 237 540294 263 603701 290 1007908 291 0
0
42 3 647 165
12 5 0 6 2018670 32 2981944 58 955436 84 1633515 110 1851119 136 1822391 162 1152343 188 677728 214 881834 240 1031806 241 0
0
43 2 761 289
7 107 0 108 2148937 133 1101847 159 1102373 185 657992 210 582838 211 0
1 42
44 3 1191 70
14 13 0 14 2418622 40 1757247 65 1656983 91 1367614 116 1439820 142 1397036 167 1827484 193 2324055 218 2683331 244 2389776 269 2454040 295 1508354 296 0
0
45 3 1283 261
13 2 0 3 822649 29 734411 55 660689 81 577106 107 487140 133 583754 158 478074 184 1284958 210 1782071 236 2128424 262 1380244 263 0
0
46 3 971 90
9 78 0 79 1159152 104 1244436 128 1505479 153 1174762 178 1448602 202 740246 227 773247 228 0
0
47 2 1237 44
15 0 0 1 891992 25 832017 49 504682 73 648330 97 1154542 121 2056097 145 1521542 170 1886340 194 2064414 218 1139946 242 1827843 266 1177076 290 1142970 291 0
1 46
48 3 540 82
10 66 0 67 1075496 92 1391816 116 1868373 141 2254841 166 981458 191 546299 215 786865 240 597906 241 0
0
49 3 960 74
15 2 0 3 972185 27 780118 52 916479 77 730797 101 667926 125 787978 150 599537 175 1016182 199 1150026 223 2027710 248 2346190 273 3054110 297 1671435 298 0
1 48
50 3 982 99
12 79 0 80 1229576 104 1633867 129 1180207 153 1107620 177 991487 202 729237 226 1304876 250 1366016 275 1689971 299 2648185 300 0
0
51 3 1359 107
10 46 0 47 1160940 72 960031 98 1074552 123 1417642 148 1771537 173 3017944 199 2684162 224 1871843 225 0
2 49 50
52 2 620 61
12 10 0 11 2117533 35 2250249 59 2105534 83 1482094 107 815419 130 723431 154 462456 178 486530 202 578129 226 974958 227 0
0
53 2 978 180
12 31 0 32 901835 56 1166045 81 1003273 105 1762180 130 1918437 154 2463827 179 2318969 203 2114414 228 1533674 252 742471 253 0
0
54 3 987 43
13 20 0 21 1585115 47 1125218 73 795906 98 635428 124 766029 150 1066289 176 938309 202 631057 227 657690 253 1608381 279 1518070 280 0
1 53
55 3 1431 302
11 13 0 14 637719 38 693295 62 1127269 86 1232801 110 1231249 134 1513436 158 1006582 182 832026 206 848396 207 0
0
56 3 538 153
13 51 0 52 1089311 77 1325934 102 1547607 126 1582770 151 1491568 176 2128192 201 1748339 226 1020526 250 1836714 275 639467 300 268884 301 0
1 55
57 2 1076 49
8 172 0 173 1498366 196 1920977 220 2195202 243 1761609 267 1705521 290 1288192 291 0
0
58 3 1215 70
8 67 0 68 1396127 91 1578334 113 975094 136 1491524 158 728698 181 334863 182 0
1 57
59 3 1344 63
12 13 0 14 471948 38 594125 62 397895 85 510215 109 345436 133 415872 157 1291635 180 1605239 204 1732790 228 3492049 229 0
1 57
60 2 1312 15
13 35 0 36 2368859 61 1269216 86 1500360 111 1367144 136 1178201 161 739274 187 254310 212 256709 237 202954 262 138688 287 169983 288 0
1 57
61 2 1461 9
9 112 0 113 1283086 139 905351 166 934548 192 1525029 218 1810329 245 2483263 271 2112274 272 0
0
62 3 1087 13
9 141 0 142 580876 166 934354 189 1360271 213 1416858 237 1411229 260 1868732 284 2539938 285 0
1 61
63 2 845 159
10 8 0 9 1932878 33 1784238 56 1321627 80 1035395 104 1364565 128 1219050 151 1079597 175 1387705 176 0
1 61
64 3 1375 238
10 40 0 41 1372481 66 1437667 90 1321320 115 1488243 140 1330411 165 766865 189 639725 214 891966 215 0
0
65 2 977 149
7 42 0 43 1040231 69 1179395 95 1242480 122 1049761 148 516737 149 0
1 64
66 3 1216 24
12 33 0 34 840103 58 1577492 81 1666347 105 2600263 129 2336061 152 1378386 176 1203036 200 985934 223 535423 247 571324 248 0
1 64
67 3 811 53
12 37 0 38 1361830 63 1077006 88 1859357 113 1740394 138 2642898 162 1976135 187 2055289 212 2062282 237 1856448 262 1262655 263 0
0
68 2 1251 84
9 136 0 137 1387077 161 938417 184 1409501 207 1086969 231 1221796 255 1560907 278 1787383 279 0
1 67
69 2 1191 141
12 1 0 2 1127624 27 1493911 52 1797856 76 1018656 101 894751 126 1237453 151 1512060 175 1514775 200 2012794 225 1767601 226 0
0
70 3 1089 272
10 15 0 16 2984880 42 1832341 69 1336101 95 1464988 122 1918340 148 1636044 175 1090098 201 965821 202 0
1 69
71 2 1434 175
9 49 0 50 2829670 73 1573016 97 1218031 120 969701 143 750716 167 576446 190 464990 191 0
2 72 69
72 3 1285 133
8 52 0 53 2215408 76 1996019 99 2130003 122 1235216 145 1851334 168 1710118 169 0
0
73 3 1420 178
11 67 0 68 1123570 92 1405018 116 1814877 140 1154803 164 1073785 188 1000398 212 589064 236 902565 260 1124218 261 0
0
74 2 886 164
14 15 0 16 1293943 41 1087057 67 3050671 92 2372954 117 1224367 142 1086633 168 654156 193 551294 218 298887 243 260548 269 133307 294 101821 295 0
1 73
75 3 591 117
14 1 0 2 1350385 26 1799835 51 1509390 75 1658526 100 1630695 124 1321424 149 3383079 173 2618464 198 2695953 222 1423482 247 1608910 271 1309873 272 0
1 73
76 2 1474 140
8 23 0 24 752267 49 737520 75 578193 100 1009639 126 1400065 151 1401233 152 0
0
77 3 635 48
15 3 0 4 1504116 29 1808714 53 1184153 78 997357 103 1257604 127 1654382 152 2123230 177 1710154 201 2212908 226 2274387 251 2281956 275 2562835 300 2357478 301 0
1 76
78 3 926 290
13 57 0 58 3335670 82 3118369 106 1877341 130 1425292 154 1277216 179 1622195 203 1850102 227 1282468 251 1616949 275 1551242 299 1692424 300 0
1 76
79 2 624 197
12 18 0 19 2090094 43 1836796 68 1254973 92 2003386 116 1867316 141 3600644 165 2106639 189 1367649 214 1373425 238 829824 239 0
0
80 3 972 31
7 192 0 193 1995864 219 2155655 245 2214755 271 1229320 297 910231 298 0
0
81 3 900 286
10 75 0 76 2428120 101 1698996 127 2245888 152 2424779 177 1531983 202 1425137 228 1301683 253 1050004 254 0
0
82 3 594 179
12 32 0 33 843305 57 1232435 80 1129074 104 2205744 128 2403398 151 2320532 175 2097349 199 1533188 222 995601 246 542896 247 0
1 81
83 2 1174 148
14 8 0 9 898273 33 659334 57 748089 81 908804 105 651052 129 1214559 152 1136312 176 1405999 200 1056002 224 1120701 248 1349882 272 1418465 273 0
0
84 2 1327 190
12 3 0 4 916766 29 833262 53 1047369 78 1504431 103 2600283 127 1698081 152 1888756 177 2126403 201 1784469 226 1434759 227 0
1 83
85 2 1186 29
7 108 0 109 2011097 137 2255432 164 1634383 191 1512228 219 2004181 220 0
1 83
86 2 510 257
7 133 0 134 2581959 162 1655373 189 1152518 217 923022 245 716735 246 0
0
87 2 1302 145
8 111 0 112 1521265 135 2139439 157 1344208 180 1082628 202 593675 225 788804 226 0
0
88 3 805 209
15 0 0 1 2153876 26 1535339 51 2088641 75 1448946 100 1256619 125 588270 150 803284 175 1791896 200 1939848 225 2204409 249 2422191 274 2333604 299 1613956 300 0
1 87
89 3 1429 274
10 66 0 67 1443055 93 1183808 118 1835072 144 820334 170 921871 196 1017057 221 979607 247 486386 248 0
0
90 2 1105 226
10 18 0 19 2153697 45 1379354 71 1641513 97 1900766 122 1623624 148 1395491 174 1195457 200 841779 201 0
0
91 2 1189 14
13 27 0 28 424969 52 783756 76 1240880 100 2125206 124 2171278 147 1414452 171 980850 195 596495 219 427175 243 486204 267 569181 268 0
1 90
92 3 1004 268
12 27 0 28 2401174 54 2548409 80 1595100 106 682863 132 437138 159 951821 185 714020 211 884730 237 813405 263 784147 264 0
2 91 90
93 3 649 118
7 109 0 110 1065517 137 810979 165 1244729 193 989898 220 1256416 221 0
1 91
94 2 1164 6
10 18 0 19 972904 45 837974 71 699486 97 658106 122 923443 148 1727181 174 930848 200 1054424 201 0
0
95 3 868 67
10 124 0 125 1599469 148 1653477 172 1428420 195 1661332 218 1365698 241 1404972 265 2432418 288 1230340 289 0
1 94
96 3 961 273
9 106 0 107 1000245 131 1288738 155 1238886 179 1654681 202 1360732 226 1587808 250 1787961 251 0
0
97 2 1160 58
7 52 0 53 2267843 80 1677208 107 1345133 133 1245204 160 1399095 161 0
1 96
98 3 994 167
15 3 0 4 2213806 29 2328129 53 1279877 78 2457565 103 1598825 127 1521442 152 1267900 177 838919 201 1002975 226 1078944 251 858478 275 824186 300 1184208 301 0
0
99 2 663 238
7 127 0 128 2032126 155 1516810 181 1389803 208 848056 235 1270066 236 0
2 100 98
100 2 1428 297
14 17 0 18 1865538 43 1533865 68 1288958 93 1555943 118 1099500 143 1255551 168 820352 193 509172 218 358768 243 387679 268 279450 293 459685 294 0
0
101 2 963 142
14 10 0 11 1188209 37 932241 62 1210213 88 1703648 114 1068173 140 1360208 165 1294044 191 1527393 217 1849172 243 2884214 268 2656219 294 3547373 295 0
0
102 2 1424 166
9 98 0 99 1164627 123 951248 146 774908 169 1124600 193 1065285 217 1158439 240 1245854 241 0
1 101
103 3 669 147
10 48 0 49 906642 73 1056981 96 1062505 120 1032099 143 841605 167 882255 190 1418594 214 986936 215 0
1 102
104 3 1053 216
10 27 0 28 1232782 53 851247 78 785933 103 1168680 129 1065143 154 1882235 179 1905816 204 1099798 205 0
0
105 3 707 279
10 32 0 33 966681 58 835405 82 1175967 107 2234069 131 2319589 156 2912931 180 2350621 205 1908235 206 0
1 104
106 3 631 114
12 23 0 24 2453481 48 2362606 73 1394435 97 1943722 121 1305468 146 1359624 170 2053242 194 1516558 219 1690654 243 3065990 244 0
3 105 107 104
107 3 1375 205
8 98 0 99 3405727 122 1542252 144 1351828 167 821005 189 651354 212 476670 213 0
0
108 2 1476 102
13 23 0 24 1163538 48 1641847 71 1693365 95 1106871 119 785175 143 1204534 166 1832148 190 1740090 214 1438225 237 1062431 261 1015640 262 0
0
109 3 894 291
15 0 0 1 939396 26 1129075 51 1776651 76 1481832 101 2584797 126 1481082 151 2833819 175 2432686 200 2220552 225 1705615 250 987063 275 597316 300 313058 301 0
1 108
110 3 985 302
14 5 0 6 1456176 31 1186263 56 1498809 81 1535367 106 1470802 131 970743 156 975519 181 971798 206 1127697 231 1145119 256 531298 281 585998 282 0
1 109
111 3 796 150
15 4 0 5 1563149 29 1304392 53 1207661 77 993248 101 617477 125 690261 149 1298237 172 1061938 196 1214473 220 1373295 244 1867153 268 1311509 292 1276690 293 0
0
112 2 500 55
10 45 0 46 668090 69 1153217 93 1691494 116 1107982 139 902798 162 1043604 186 1714955 209 1453939 210 0
0
113 3 1077 111
14 17 0 18 772775 42 1107864 66 1390743 90 1415699 114 847207 138 911462 162 862024 186 1003320 210 1466009 234 1152750 258 1388705 282 1636753 283 0
1 112
114 3 960 288
8 146 0 147 1849888 172 1484112 196 1577043 221 811493 245 995609 270 1364636 271 0
0
115 2 699 152
11 38 0 39 1543151 65 2140788 92 2704291 118 2190766 145 1850439 171 1377171 197 2206461 224 1679298 250 1512119 251 0
0
116 3 951 282
8 38 0 39 786499 62 1253060 85 1126034 109 1196912 132 2215959 155 2491750 156 0
1 115
117 3 513 81
14 16 0 17 781624 41 792266 66 1113384 90 1201145 115 955789 139 1710296 164 1741281 188 1915870 213 1554741 237 2149269 262 1685724 286 2019275 287 0
0
118 3 889 233
14 12 0 13 526811 38 1052328 63 688399 88 527817 113 380223 138 298531 162 744243 187 1096117 212 1099908 237 2459155 262 2065453 287 1860259 288 0
1 117
119 2 1299 194
9 129 0 130 1543821 156 1860238 182 1542984 209 1371299 235 1537080 261 2260169 287 1438566 288 0
0
120 3 1057 254
14 20 0 21 1573890 45 1618912 69 1286187 94 1817200 118 823267 142 1060025 166 1181293 190 1285141 214 1055798 239 824914 263 997000 287 807304 288 0
0
121 3 1286 307
9 128 0 129 2235896 153 1566372 176 1685206 200 2072206 224 2064659 247 1370128 271 1158576 272 0
1 120
122 2 610 224
12 64 0 65 1144788 90 1201290 115 1853712 139 2005622 164 1307157 189 1084771 214 1203300 238 451120 263 707954 288 791706 289 0
3 123 121 120
123 2 1497 212
12 37 0 38 1932250 63 2425378 89 2264149 114 1764224 140 2464661 165 1494992 191 1701309 216 2048596 242 1301754 267 859340 268 0
1 121
124 3 928 182
11 17 0 18 1102480 42 797992 67 948399 91 851359 115 605353 140 832492 164 1048521 189 2031225 213 1642063 214 0
0
125 2 1280 262
10 60 0 61 3423915 85 1723787 109 976013 133 962666 158 800040 182 771114 206 690218 230 644378 231 0
1 124
126 2 820 20
8 64 0 65 1154502 89 1154025 113 1698283 138 1660267 162 1930876 186 1519828 187 0
1 125
127 2 752 129
11 30 0 31 3031367 57 2220931 84 1172541 110 686431 137 349860 163 297207 189 232081 216 455141 242 622074 243 0
2 126 125
128 3 1477 232
15 1 0 2 2713734 27 1802509 52 1651665 77 1294875 101 947363 126 1154610 151 1431456 176 685694 201 530565 225 300583 250 207940 275 272438 300 211712 301 0
0
129 3 780 211
9 126 0 127 700854 153 934402 179 1198170 205 808640 231 1418886 257 1427830 283 1213709 284 0
1 128
130 2 1448 51
9 34 0 35 786548 62 837112 88 1551953 115 1841850 142 2836728 168 1269899 195 1041101 196 0
1 128
131 3 1074 226
14 4 0 5 2541948 31 3105323 57 1812036 83 1793576 109 1474441 135 1473512 160 1453445 186 1313616 212 897824 238 586807 264 336438 290 399674 291 0
2 130 128
132 2 1408 60
7 117 0 118 1705633 143 1545759 169 1193906 194 1075907 219 783810 220 0
0
133 3 531 119
13 32 0 33 2619415 57 2564229 81 1797243 106 2705519 130 2474418 154 1267895 178 1127039 202 918547 227 607399 251 483169 275 628239 276 0
1 132
134 3 1132 121
9 38 0 39 1099485 65 808438 92 782098 118 1062699 144 1041379 171 1065707 197 1783202 198 0
1 133
135 3 946 51
15 8 0 9 1405740 33 1835754 57 1235820 81 1124040 105 1045611 129 753014 153 763569 178 1324096 202 1508483 226 1207232 250 1247697 274 913051 298 1363102 299 0
0
136 2 965 28
7 88 0 89 1888010 117 2098479 144 2038823 171 1937228 199 1554744 200 0
1 135
137 3 1047 127
9 143 0 144 1308223 170 899221 196 787925 221 1416097 247 2133978 273 1505939 299 1650589 300 0
0
138 3 1308 103
14 24 0 25 1934674 50 1171661 74 1346706 99 1260655 124 1359936 148 1658042 173 2044811 197 2273817 222 1402540 247 1105740 271 868529 296 931226 297 0
1 137
139 2 1261 224
10 7 0 8 1468935 34 1143123 60 784839 86 1090643 113 1339619 139 1004722 165 810024 191 1109827 192 0
2 138 137
140 3 658 269
9 128 0 129 1014472 153 900758 177 1221188 201 687240 225 984121 249 1047306 273 1410233 274 0
0
141 2 1368 294
11 38 0 39 2042900 63 2137359 87 1617966 111 2007758 135 1977139 160 1549487 184 1719408 208 2063544 232 2056969 233 0
1 140
142 2 1024 157
9 63 0 64 1562432 90 1131517 115 1289709 141 1898641 167 1914311 192 1925619 218 2099801 219 0
1 140
143 2 712 77
15 1 0 2 1938959 27 2117641 51 2812682 76 2069016 100 2028212 125 2956385 149 2422999 174 1957405 199 886969 223 1241346 248 806004 272 1152920 297 1316404 298 0
0
144 3 706 252
10 2 0 3 371933 27 495322 50 837713 74 1000477 97 1166940 121 1327978 144 2123401 168 1697100 169 0
0
145 2 1264 77
12 38 0 39 1822148 65 1686486 91 1343666 117 1204156 143 1202205 169 1146369 195 764490 221 972706 247 472738 273 728827 274 0
1 144
146 3 590 84
12 51 0 52 1054817 78 1292047 103 1194823 129 2047640 154 1758161 180 2283155 205 1455611 231 1811452 256 1968537 282 2875495 283 0
0
147 3 544 128
15 0 0 1 1996698 25 1170179 49 1034671 73 1054867 98 1316390 122 994915 146 1679541 170 2632747 194 1795965 219 2151240 243 2189865 267 1839689 291 3473669 292 0
2 149 146
148 3 723 250
8 24 0 25 348942 50 604797 75 1102539 99 1356241 124 1298835 149 1744770 150 0
0
149 2 701 131
14 13 0 14 1983458 40 1666609 65 1544415 91 1864820 117 2239592 143 2025404 168 2198761 194 1017035 220 984357 246 897037 271 653714 297 664262 298 0
1 148
150 3 1158 236
